order_id,customer_id,product,quantity,unit_price
O77499,C1046,Webcam,2,104.6
O49720,C1002,Screen Protector,1,160.17
O11818,C1044,USB-C Cable,2,59.76
O79258,C1041,Bluetooth Headphones,1,96.32
O61543,C1029,Phone Case,1,106.09
O65690,C1045,HDMI Adapter,2,126.51
O22363,C1036,Desk Lamp,3,120.39
O56338,C1004,Desk Lamp,3,45.59
O68065,C1048,Wireless Mouse,1,47.72
O42949,C1038,Laptop Stand,3,106.96
O88390,C1009,Laptop Stand,2,178.03
O39922,C1015,Phone Case,1,98.35
O40771,C1045,Portable Charger,2,144.94
O74361,C1031,Laptop Stand,2,144.82
O45162,C1056,Phone Case,3,154.64
O75251,C1009,Mechanical Keyboard,2,68.0
O38369,C1058,  Laptop Sleeve  ,3,69.06
O67536,C1049,HDMI Adapter,3,9.84
O45804,C1042,Desk Lamp,3,45.08
O26193,C1012,Mechanical Keyboard,2,37.39
O33500,C1018,Desk Lamp,1,161.5
O57028,C1055,Desk Lamp,2,
O52538,C1030,Phone Case,1,42.4
O96743,C1038,Laptop Sleeve,3,9.17
O11851,C1056,HDMI Adapter,2,71.17
O46698,C1037,Laptop Stand,3,64.79
O44099,C1005,  Bluetooth Headphones  ,1,13.34
O95196,C1027,USB-C Cable,1,119.61
O85448,C1059,HDMI Adapter,1,123.08
O98740,C1031,Webcam,3,95.49
O54845,C1043,HDMI Adapter,1,138.87
O67068,C1008,Bluetooth Headphones,1,149.26
O31884,C1031,  Laptop Sleeve  ,2,13.05
O81376,C1050,Webcam,1,46.67
O40827,C1051,  Laptop Sleeve  ,1,70.21
O69641,C1002,Portable Charger,2,105.47
O65985,C1014,Laptop Stand,2,74.29
O95749,C1005,HDMI Adapter,2,120.04
O28776,C1022,USB-C Cable,2,105.41
O18330,C1026,Laptop Sleeve,2,89.91
O44099,C1005,DESK LAMP,2,171.61
O49139,C1030,Mechanical Keyboard,2,137.6
O53393,C1005,Laptop Stand,1,70.06
O69695,C1037,Screen Protector,3,94.66
O90903,C1009,Mechanical Keyboard,1,176.61
O32273,C1038,HDMI Adapter,3,107.44
O11292,C1021,Laptop Stand,2,133.27
O85308,C1010,Bluetooth Headphones,3,17.94
O34530,C1006,Portable Charger,2,80.92
O11850,C1023,Phone Case,1,46.61
O42142,C1017,Phone Case,3,107.7
O24253,C1011,Phone Case,1,
O30321,C1056,Laptop Sleeve,2,74.43
O96754,C1001,Desk Lamp,3,110.18
O85385,C1018,Wireless Mouse,2,28.33
O79761,C1022,Laptop Stand,3,
O73083,C1024,Webcam,2,149.28
O68517,C1028,HDMI Adapter,1,107.58
O16385,C1017,HDMI Adapter,3,139.53
O47089,C1031,Laptop Stand,2,22.75
O66949,C1035,Phone Case,3,106.27
O22363,C1036,Laptop Sleeve,1,158.41
O62354,C1000,PHONE CASE,2,68.74
O56961,C1028,WEBCAM,2,146.91
O22924,C1041,Phone Case,1,12.22
O47087,C1055,HDMI Adapter,1,63.59
O65067,c1059,DESK LAMP,3,84.34
O49720,C1002,HDMI Adapter,3,26.81
O69606,c1052,Laptop Stand,3,167.91
O89711,C1014,Phone Case,2,22.38
O49363,C1058,Phone Case,1,102.25
O85813,C1012,MECHANICAL KEYBOARD,1,
O89668,C1001,LAPTOP SLEEVE,3,25.24
O38153,C1012,Bluetooth Headphones,3,153.43
O40827,C1051,Phone Case,1,166.4
O59592,C1056,Webcam,1,45.94
O54514,C1000,Webcam,3,119.96
O76287,C1004,Bluetooth Headphones,1,86.43
O13646,C1001,USB-C Cable,3,
O29087,C1048,Wireless Mouse,2,33.35
O58200,C1056,Desk Lamp,1,145.42
O54265,C1031,  HDMI Adapter  ,1,119.59
O30070,C1028,Desk Lamp,3,53.23
O83713,C1045,Bluetooth Headphones,2,119.23
O73483,C1031,Desk Lamp,3,67.36
O53904,c1040,  Wireless Mouse  ,3,38.95
O73908,C1026,Mechanical Keyboard,3,141.05
O44931,C1002,Bluetooth Headphones,3,84.19
O45804,C1042,Laptop Sleeve,1,43.16
O91345,C1005,Desk Lamp,2,154.73
O59716,C1047,Bluetooth Headphones,1,54.92
O98294,C1044,USB-C Cable,2,133.83
O28827,C1027,Portable Charger,2,109.6
O41594,C1020,Laptop Sleeve,2,84.54
O39937,C1010,PORTABLE CHARGER,1,73.87
O12263,C1020,HDMI Adapter,1,19.02
O30868,c1031,Mechanical Keyboard,2,173.0
O32570,C1041,Bluetooth Headphones,1,175.27
O50944,C1014,Portable Charger,1,125.66
O65816,C1029,Mechanical Keyboard,3,110.32
O17255,C1022,Laptop Stand,1,102.52
O25207,C1002,Webcam,1,44.53
O26260,C1023,Laptop Sleeve,2,25.82
O24996,C1027,Laptop Sleeve,3,154.68
O44311,C1011,  Webcam  ,1,92.49
O41404,C1021,Laptop Sleeve,1,146.68
O19634,c1037,Portable Charger,1,70.04
O42325,C1029,USB-C CABLE,1,45.72
O53848,C1002,  Wireless Mouse  ,1,122.09
O67896,C1017,HDMI Adapter,1,96.63
O25931,C1029,Wireless Mouse,2,79.73
O27589,C1018,Screen Protector,3,119.51
O91345,C1005,Screen Protector,1,
O65823,C1044,WIRELESS MOUSE,1,160.73
O57028,C1055,Laptop Sleeve,2,14.95
O98251,C1034,  Mechanical Keyboard  ,3,158.5
O69318,C1035,Mechanical Keyboard,3,
O75639,C1043,USB-C CABLE,3,140.27
O93611,C1015,Desk Lamp,2,26.34
O37021,C1005,Webcam,2,32.61
O92956,C1013,Laptop Stand,1,82.68
O29087,C1048,Screen Protector,1,80.59
O50944,C1014,Webcam,3,99.67
O39189,C1006,Mechanical Keyboard,1,23.85
O72373,c1009,USB-C Cable,3,163.08
O93418,C1057,  Portable Charger  ,3,9.24
O22924,C1041,Webcam,2,72.35
O93476,C1045,Laptop Sleeve,3,130.14
O39068,C1026,Laptop Stand,3,8.09
O83713,C1045,Desk Lamp,2,78.98
O81667,C1011,Wireless Mouse,1,40.02
O94125,C1031,Mechanical Keyboard,3,34.78
O77147,C1008,Portable Charger,1,45.38
O70341,C1036,Bluetooth Headphones,3,59.65
O19567,C1036,Desk Lamp,1,166.4
O38905,C1026,Desk Lamp,2,58.24
O66533,C1025,Wireless Mouse,3,155.91
O51976,C1059,USB-C Cable,3,107.39
O51059,C1024,Screen Protector,2,32.18
O89711,C1014,Bluetooth Headphones,2,33.45
O12102,C1023,Laptop Stand,1,80.53
O79616,C1029,HDMI Adapter,2,161.43
O65191,C1008,USB-C Cable,1,72.92
O17972,C1002,Bluetooth Headphones,2,102.32
O65590,C1038,USB-C Cable,3,93.68
O19539,C1017,Portable Charger,1,65.27
O69988,c1029,HDMI ADAPTER,1,14.36
O37973,C1038,Desk Lamp,2,163.08
O49085,c1032,Bluetooth Headphones,2,163.99
O54729,C1037,HDMI Adapter,2,73.46
O41224,C1027,USB-C Cable,1,30.68
O53904,C1040,Portable Charger,3,49.59
O84278,C1035,Desk Lamp,1,156.02
O17686,C1030,HDMI Adapter,1,176.83
O11105,C1052,USB-C Cable,3,129.1
O94341,C1008,USB-C Cable,1,56.3
O56112,C1033,Webcam,2,128.89
O98251,C1034,Desk Lamp,1,170.6
O81549,C1036,Desk Lamp,3,83.66
O96754,C1001,Bluetooth Headphones,2,16.45
O69338,C1051,HDMI Adapter,3,54.96
O61296,C1035,Mechanical Keyboard,3,75.26
O23159,C1031,HDMI Adapter,1,22.14
O28671,C1046,Laptop Stand,1,35.68
O95843,C1005,Mechanical Keyboard,1,16.47
O27888,C1012,Phone Case,1,123.48
O39190,C1015,Bluetooth Headphones,2,85.07
O66533,C1025,Laptop Sleeve,1,71.68
O31146,C1039,Bluetooth Headphones,2,132.36
O27589,C1018,Laptop Sleeve,1,138.25
O36006,C1007,Laptop Stand,3,109.69
O16433,C1002,  Screen Protector  ,2,161.15
O44167,C1008,HDMI Adapter,3,166.78
O60012,C1037,Webcam,1,20.34
O26843,C1024,  Laptop Stand  ,3,158.1
O87732,C1057,Portable Charger,3,71.62
O74418,C1034,Bluetooth Headphones,1,51.96
O67892,C1020,Bluetooth Headphones,1,102.02
O68918,C1020,Laptop Sleeve,3,72.95
O69988,C1029,Laptop Sleeve,1,156.29
O81820,C1026,Laptop Stand,2,142.9
O25386,C1002,Wireless Mouse,1,141.41
O26389,C1033,USB-C Cable,1,
O77582,C1024,Webcam,2,63.53
O86916,C1015,  Desk Lamp  ,2,156.27
O36624,C1032,Laptop Sleeve,1,73.33
O68360,C1020,Laptop Sleeve,3,127.17
O31516,C1018,Phone Case,2,28.77
O40603,C1022,Bluetooth Headphones,3,44.44
O80442,C1051,Bluetooth Headphones,1,177.76
O63788,C1026,Webcam,3,94.31
O19154,C1021,Laptop Stand,1,9.18
O39068,C1026,Laptop Sleeve,2,65.82
O63665,C1019,Laptop Sleeve,1,149.61
O47649,c1010,Laptop Stand,1,57.79
O83752,C1036,Phone Case,2,142.08
O39368,C1023,Desk Lamp,1,107.4
O10540,C1012,HDMI Adapter,1,115.79
O96474,C1046,Phone Case,3,89.75
O70925,C1048,Phone Case,1,103.14
O95799,C1039,Laptop Sleeve,3,104.35
O76127,C1037,Wireless Mouse,1,26.17
O94550,C1004,Screen Protector,2,137.2
O86619,C1029,HDMI Adapter,3,
O93735,C1049,Wireless Mouse,1,96.42
O44208,C1027,Wireless Mouse,1,20.85
O87937,C1048,Screen Protector,2,117.94
O21395,C1045,Wireless Mouse,2,170.96
O95597,C1058,Laptop Sleeve,2,124.96
O94341,C1008,Laptop Stand,2,47.62
O86619,C1029,Laptop Sleeve,3,160.09
O56598,C1039,HDMI Adapter,3,118.87
O96743,C1038,USB-C Cable,2,95.37
O28162,C1026,Bluetooth Headphones,3,11.91
O30883,C1023,Desk Lamp,2,67.29
O83812,C1040,Laptop Stand,3,140.7
O54714,C1041,Wireless Mouse,3,55.35
O98208,C1051,  Webcam  ,3,166.31
O66949,C1035,SCREEN PROTECTOR,1,70.83
O61296,C1035,Laptop Sleeve,1,90.98
O28423,C1004,Phone Case,2,146.75
O15956,C1010,USB-C Cable,3,125.77
O12102,C1023,Phone Case,3,159.75
O88172,C1040,Webcam,3,170.1
O42943,C1050,Bluetooth Headphones,3,137.88
O46698,C1037,Phone Case,3,38.67
O64602,C1049,HDMI Adapter,1,114.31
O16258,C1018,Phone Case,1,110.64
O31093,C1002,  Laptop Sleeve  ,3,92.37
O72908,C1053,Mechanical Keyboard,1,160.45
O63788,C1026,Laptop Stand,1,31.75
O98987,C1019,Webcam,2,42.32
O63120,C1048,Phone Case,3,73.23
O16433,C1002,  HDMI Adapter  ,3,71.01
O31516,C1018,Bluetooth Headphones,1,138.23
O69318,C1035,USB-C Cable,1,83.02
O27556,C1037,HDMI Adapter,1,61.87
O44099,C1005,USB-C Cable,1,73.21
O89668,C1001,USB-C Cable,1,40.31
O11818,C1044,WIRELESS MOUSE,1,40.82
O74418,C1034,WEBCAM,1,156.26
O70178,C1037,Phone Case,1,167.48
O36738,C1018,Bluetooth Headphones,1,104.64
O67176,C1053,Webcam,1,79.84
O34688,C1017,  Laptop Sleeve  ,3,121.61
O39329,C1000,Bluetooth Headphones,3,104.57
O21297,C1050,Laptop Stand,2,159.52
O73559,C1009,Laptop Stand,1,118.47
O53815,C1006,Desk Lamp,3,55.46
O36738,C1018,USB-C Cable,1,137.62
O53758,C1012,Bluetooth Headphones,3,109.66
O53758,C1012,Webcam,3,107.53
O68422,C1012,Laptop Stand,2,92.44
O67536,C1049,DESK LAMP,3,95.81
O72367,C1049,  Mechanical Keyboard  ,1,17.09
O84967,C1018,Screen Protector,3,170.41
O27143,C1051,HDMI Adapter,1,33.55
O17806,C1008,Laptop Sleeve,3,11.77
O53393,c1005,Laptop Sleeve,3,137.37
O19287,C1057,Mechanical Keyboard,2,96.43
O40957,C1019,USB-C Cable,2,155.54
O66533,C1025,Mechanical Keyboard,3,142.89
O84603,C1005,Bluetooth Headphones,2,128.15
O85248,C1023,Wireless Mouse,2,46.9
O95799,C1039,  Screen Protector  ,2,123.49
O13697,C1037,  Portable Charger  ,1,111.49
O30730,C1041,Webcam,3,139.15
O67377,C1019,Screen Protector,3,47.37
O18934,c1006,Wireless Mouse,2,175.13
O61964,C1056,Webcam,3,25.04
O44931,C1002,USB-C Cable,1,73.63
O50372,C1021,Desk Lamp,1,
O86380,C1046,Mechanical Keyboard,2,122.14
O22521,C1058,Portable Charger,1,58.21
O81188,C1049,Laptop Stand,1,164.93
O72781,C1021,LAPTOP SLEEVE,1,162.83
O97643,C1011,  Screen Protector  ,1,39.24
O30730,C1041,Phone Case,3,86.04
O93735,C1049,Bluetooth Headphones,2,161.45
O37483,C1005,Bluetooth Headphones,2,83.37
O43022,C1019,Phone Case,3,172.95
O72422,C1034,Bluetooth Headphones,1,96.53
O29401,C1036,Bluetooth Headphones,1,170.5
O19828,C1012,  Phone Case  ,3,82.5
O54845,C1043,Bluetooth Headphones,3,81.9
O87250,C1030,Screen Protector,2,131.84
O87170,c1030,HDMI Adapter,1,
O47089,C1031,USB-C Cable,1,132.99
O38307,C1056,HDMI Adapter,3,79.3
O32570,C1041,Laptop Sleeve,3,159.18
O31856,C1003,Laptop Stand,3,168.07
O96309,C1010,Wireless Mouse,3,160.5
O43947,C1049,Phone Case,2,128.41
O17972,C1002,  HDMI Adapter  ,2,162.67
O69460,C1033,Webcam,2,66.63
O30070,C1028,Phone Case,3,43.35
O17686,C1030,Phone Case,1,152.23
O44167,C1008,Desk Lamp,2,39.28
O17686,C1030,USB-C CABLE,3,83.36
O14379,C1014,Phone Case,1,35.68
O96960,C1041,Wireless Mouse,1,102.18
O33385,C1027,Webcam,3,97.29
O65448,C1026,Portable Charger,3,39.95
O54921,C1046,Mechanical Keyboard,2,39.45
O15788,C1020,USB-C Cable,2,176.3
O17686,C1030,Laptop Sleeve,3,18.89
O74058,C1036,Screen Protector,1,175.17
O19567,c1036,Mechanical Keyboard,1,10.87
O53100,C1046,Wireless Mouse,2,80.18
O89668,C1001,Webcam,1,74.05
O60040,C1008,Wireless Mouse,3,119.04
O59592,C1056,Laptop Stand,3,146.9
O54514,C1000,Desk Lamp,3,25.66
O34551,C1000,Portable Charger,3,143.26
O65690,C1045,Bluetooth Headphones,2,91.38
O65191,C1008,SCREEN PROTECTOR,2,108.04
O90315,C1052,Wireless Mouse,3,148.79
O36738,C1018,  Wireless Mouse  ,2,145.4
O92132,C1005,Mechanical Keyboard,1,174.11
O19634,C1037,Laptop Stand,3,23.41
O43631,c1050,Webcam,2,100.92
O41217,C1046,Laptop Stand,3,47.81
O75382,C1028,Screen Protector,3,121.09
O70357,C1054,Webcam,1,165.56
O53704,C1044,Mechanical Keyboard,3,26.36
O97304,C1038,  Wireless Mouse  ,3,
O60342,C1049,USB-C Cable,2,136.99
O81549,C1036,Laptop Sleeve,2,24.6
O87664,C1015,Wireless Mouse,2,64.09
O37973,C1038,Webcam,1,80.19
O99486,C1057,Desk Lamp,3,173.83
O59923,C1051,Webcam,3,179.24
O73654,C1031,Webcam,3,166.16
O14660,C1021,  Desk Lamp  ,2,87.54
O90903,C1009,WEBCAM,3,49.99
O14085,C1056,USB-C CABLE,2,110.37
O85650,C1045,Portable Charger,1,107.65
O39937,c1010,Phone Case,1,135.41
O27025,C1056,USB-C Cable,1,86.9
O66087,C1014,Webcam,2,169.52
O12087,C1022,HDMI Adapter,2,175.94
O59592,C1056,USB-C Cable,1,40.34
O77632,C1006,LAPTOP STAND,1,116.32
O69049,C1026,Screen Protector,2,164.26
O93422,C1053,USB-C Cable,2,87.28
O54265,C1031,Bluetooth Headphones,1,143.5
O27143,C1051,USB-C Cable,2,174.56
O47653,C1030,Phone Case,2,80.17
O18913,C1035,Bluetooth Headphones,1,84.68
O77673,C1046,Laptop Stand,2,117.69
O27891,C1044,Wireless Mouse,2,27.11
O94355,c1044,HDMI Adapter,2,147.35
O46211,C1051,Wireless Mouse,3,
O39329,C1000,USB-C Cable,2,51.41
O18957,C1032,Screen Protector,3,25.05
O37021,c1005,USB-C Cable,2,59.81
O81667,c1011,Desk Lamp,2,124.71
O73517,C1030,Wireless Mouse,2,115.8
O69433,C1059,HDMI Adapter,2,166.7
O34259,C1051,Mechanical Keyboard,3,
O89920,C1037,WIRELESS MOUSE,1,74.04
O31093,C1002,Screen Protector,3,167.72
O41404,C1021,HDMI Adapter,3,31.88
O73517,C1030,Laptop Sleeve,2,19.05
O73654,C1031,Wireless Mouse,2,12.99
O54500,C1037,Screen Protector,1,46.11
O13071,C1053,  Screen Protector  ,3,128.9
O36624,C1032,Mechanical Keyboard,3,149.31
O60275,C1015,Wireless Mouse,2,
O17255,C1022,Desk Lamp,1,12.53
O70693,C1040,Wireless Mouse,2,26.43
O69486,C1036,Laptop Sleeve,1,58.73
O98458,C1028,PHONE CASE,1,103.1
O94341,c1008,  Phone Case  ,2,35.73
O81549,C1036,Laptop Stand,2,161.51
O17977,C1004,Screen Protector,1,43.73
O99523,C1018,Desk Lamp,1,117.19
O99505,C1027,Laptop Sleeve,1,74.67
O13646,C1001,HDMI Adapter,2,30.45
O37521,C1008,Bluetooth Headphones,1,99.95
O31884,C1031,Screen Protector,3,71.96
O89920,C1037,Bluetooth Headphones,3,169.2
O81667,C1011,USB-C Cable,2,133.72
O19514,C1048,Laptop Sleeve,3,69.52
O94207,C1000,USB-C Cable,3,158.67
O28693,C1031,Bluetooth Headphones,2,139.81
O75639,C1043,Phone Case,2,178.72
O44931,C1002,Phone Case,1,141.41
O61299,C1035,Bluetooth Headphones,1,63.12
O95181,C1029,Bluetooth Headphones,3,26.41
O27143,C1051,Laptop Sleeve,1,144.72
O73898,C1014,USB-C Cable,2,133.11
O25572,C1035,Laptop Sleeve,2,130.74
O70845,C1006,  Screen Protector  ,3,140.5
O95181,C1029,Wireless Mouse,2,154.59
O36299,C1054,Portable Charger,1,70.66
O16258,C1018,Wireless Mouse,3,49.01
O29401,C1036,Bluetooth Headphones,1,170.5
O95980,C1014,  Portable Charger  ,3,62.58
O93418,C1057,HDMI Adapter,2,48.38
O98587,C1011,HDMI Adapter,3,168.73
O89482,C1053,Portable Charger,3,116.06
O85260,C1042,Laptop Sleeve,1,151.92
O79054,C1019,Screen Protector,2,161.59
O67079,C1008,Bluetooth Headphones,3,71.92
O44513,C1041,Screen Protector,3,151.7
O67892,C1020,USB-C Cable,1,14.58
O36928,C1035,Wireless Mouse,1,98.87
O88390,C1009,HDMI Adapter,3,138.8
O75251,C1009,HDMI Adapter,2,41.34
O41217,C1046,Phone Case,1,80.21
O25207,C1002,USB-C Cable,3,92.79
O89482,C1053,Bluetooth Headphones,2,40.7
O96303,C1036,Desk Lamp,2,60.1
O37719,C1001,Portable Charger,3,146.98
O44208,C1027,Laptop Stand,2,154.36
O37619,C1017,Screen Protector,2,52.41
O56769,C1031,USB-C Cable,3,46.4
O13251,C1042,  Wireless Mouse  ,3,172.29
O55093,C1024,DESK LAMP,3,164.98
O61615,C1045,Webcam,3,103.64
O22032,C1031,  Desk Lamp  ,1,119.31
O67176,C1053,Phone Case,1,11.22
O97835,C1005,  Laptop Sleeve  ,3,140.88
O89445,C1038,USB-C Cable,3,93.13
O78039,C1036,HDMI Adapter,3,97.97
O96474,C1015,Laptop Stand,1,128.38
O39922,C1015,Wireless Mouse,3,122.2
O14522,C1003,Laptop Stand,2,52.95
O61964,C1056,Bluetooth Headphones,1,94.35
O27025,C1056,Portable Charger,1,122.11
O54500,C1037,Phone Case,2,141.51
O25931,C1029,Bluetooth Headphones,2,157.28
O19539,C1017,Bluetooth Headphones,2,63.32
O42949,C1038,Bluetooth Headphones,2,75.15
O47649,C1010,HDMI Adapter,3,63.24
O63665,C1019,Screen Protector,2,174.2
O13988,C1017,Portable Charger,2,156.47
O55955,C1035,Laptop Sleeve,2,12.51
O65191,C1008,Desk Lamp,1,49.71
O77673,C1046,Phone Case,3,158.51
O14085,C1056,Wireless Mouse,1,93.49
O40982,C1034,Phone Case,2,36.61
O96474,C1046,Screen Protector,3,167.77
O96223,c1041,Portable Charger,2,150.67
O97878,c1042,HDMI Adapter,2,80.83
O95799,C1039,Laptop Stand,3,24.76
O52030,c1021,Wireless Mouse,3,38.95
O28249,C1047,Laptop Sleeve,3,90.63
O91108,C1029,Portable Charger,3,83.31
O16051,C1010,Wireless Mouse,1,155.25
O86869,C1047,Bluetooth Headphones,1,95.27
O23955,C1051,  Screen Protector  ,1,12.35
O93238,C1057,Wireless Mouse,3,37.01
O98472,C1013,Bluetooth Headphones,2,62.63
O62386,C1004,  Mechanical Keyboard  ,3,124.88
O82999,C1058,USB-C Cable,2,78.33
O51035,C1037,Desk Lamp,2,104.05
O48138,C1041,Phone Case,1,145.17
O94689,C1051,Laptop Sleeve,1,37.68
O20031,C1015,Portable Charger,2,
O34752,C1059,Portable Charger,1,14.79
O21239,C1033,Laptop Sleeve,3,111.34
O46735,C1057,USB-C Cable,2,13.6
O10256,C1034,HDMI Adapter,3,169.32
O97643,C1011,USB-C CABLE,2,
O82999,c1058,Mechanical Keyboard,3,114.06
O84421,C1045,Desk Lamp,3,30.67
O99486,C1057,Phone Case,1,87.23
O52904,C1012,Desk Lamp,1,32.65
O73472,C1005,  Laptop Sleeve  ,1,138.26
O36299,C1054,HDMI Adapter,1,78.56
O98458,c1028,Laptop Sleeve,3,17.88
O18177,C1016,Phone Case,2,73.84
O96303,C1036,USB-C Cable,1,112.2
O32734,C1008,Laptop Stand,1,65.71
O85757,c1016,Bluetooth Headphones,3,97.88
O95093,C1013,Portable Charger,1,21.49
O30321,c1056,HDMI Adapter,1,21.88
O75034,C1004,HDMI Adapter,1,104.1
O65690,C1045,  Webcam  ,2,160.82
O95749,C1005,Laptop Stand,3,32.23
O36050,C1015,Laptop Sleeve,1,78.97
O18302,C1039,Portable Charger,3,121.23
O27146,C1040,Wireless Mouse,2,117.58
O49513,C1006,Desk Lamp,3,12.17
O19813,C1029,USB-C Cable,3,51.23
O73517,C1030,  Screen Protector  ,3,74.99
O97424,C1041,BLUETOOTH HEADPHONES,3,107.43
O67176,C1053,Bluetooth Headphones,3,87.14
O21297,C1050,USB-C Cable,1,122.73
O74058,C1036,Wireless Mouse,3,103.43
O46211,C1051,Portable Charger,2,58.61
O50449,C1002,MECHANICAL KEYBOARD,1,135.53
O23159,C1031,Mechanical Keyboard,3,116.39
O54714,C1041,Screen Protector,1,39.34
O44513,C1041,Phone Case,3,107.52
O27436,C1009,Screen Protector,1,166.46
O75382,c1028,HDMI Adapter,3,8.75
O67424,C1013,Wireless Mouse,1,27.52
O25386,C1002,Phone Case,2,18.21
O18729,C1039,Desk Lamp,3,58.31
O10256,C1034,Screen Protector,2,153.23
O38369,C1058,Laptop Stand,3,23.71
O93203,c1002,Bluetooth Headphones,3,84.37
O30446,C1053,Portable Charger,1,141.98
O72685,C1007,Webcam,3,82.34
O75390,C1039,Wireless Mouse,3,
O19232,C1003,Screen Protector,2,62.42
O68450,C1033,HDMI ADAPTER,3,68.46
O77582,C1024,HDMI Adapter,3,8.43
O90775,C1010,Laptop Stand,1,118.84
O96163,C1002,Webcam,3,108.39
O54514,C1000,Laptop Sleeve,3,29.67
O60012,C1037,Portable Charger,1,31.35
O67640,C1059,  Mechanical Keyboard  ,2,20.76
O55504,C1040,Laptop Sleeve,3,
O57652,C1000,  Laptop Stand  ,3,173.4
O17806,C1008,Mechanical Keyboard,1,59.9
O61543,C1029,Wireless Mouse,1,94.94
O19634,C1037,Wireless Mouse,1,30.79
O58453,C1036,Desk Lamp,3,39.73
O95843,C1005,PHONE CASE,1,103.11
O87550,C1026,Wireless Mouse,1,159.31
O45786,C1016,Portable Charger,2,13.77
O22015,C1003,Desk Lamp,1,155.65
O53704,C1044,Phone Case,2,125.28
O94689,C1051,Phone Case,2,70.59
O79616,C1029,HDMI Adapter,2,161.43
O93735,C1049,PORTABLE CHARGER,2,123.43
O39573,C1000,Bluetooth Headphones,2,151.19
O87937,C1048,Portable Charger,2,39.49
O22597,C1057,Mechanical Keyboard,3,151.11
O85448,C1059,Bluetooth Headphones,1,24.33
O15788,C1020,Phone Case,2,161.54
O61127,C1048,Webcam,1,89.63
O67271,C1003,Laptop Stand,2,121.04
O23051,c1021,Bluetooth Headphones,2,115.7
O13251,C1042,USB-C Cable,1,143.32
O70845,C1006,Laptop Stand,1,70.64
O58409,C1013,USB-C CABLE,1,12.81
O94125,C1031,HDMI Adapter,1,144.96
O57652,C1000,Laptop Sleeve,2,122.25
O46211,C1051,Mechanical Keyboard,3,103.6
O28249,C1047,Phone Case,3,49.94
O69318,C1035,Wireless Mouse,2,134.15
O79226,C1054,Phone Case,1,149.2
O25572,C1035,HDMI ADAPTER,1,
O53393,C1005,  Mechanical Keyboard  ,3,113.56
O46735,C1057,Desk Lamp,3,76.44
O47294,C1037,Wireless Mouse,3,26.1
O29346,C1023,HDMI Adapter,2,72.77
O53815,C1006,USB-C Cable,1,60.35
O69303,c1030,DESK LAMP,2,62.85
O74058,C1036,Laptop Stand,1,72.62
O61727,C1046,HDMI Adapter,3,51.9
O98587,C1011,Mechanical Keyboard,2,172.66
O91688,C1020,Wireless Mouse,1,24.57
O27895,C1022,Desk Lamp,2,41.56
O84967,C1018,Laptop Stand,2,60.4
O38153,C1012,  Portable Charger  ,3,43.39
O11292,C1021,USB-C Cable,1,24.85
O28047,C1028,Portable Charger,2,
O18302,C1039,  Mechanical Keyboard  ,1,19.47
O26389,C1033,Bluetooth Headphones,1,75.05
O36928,C1035,Laptop Sleeve,3,97.05
O14660,C1021,HDMI Adapter,2,119.05
O93422,C1053,Screen Protector,3,115.46
O21690,C1016,Laptop Stand,1,11.53
O40603,C1022,Portable Charger,2,42.35
O61127,C1048,HDMI ADAPTER,2,73.7
O27781,C1019,Laptop Sleeve,1,135.67
O84714,C1014,HDMI Adapter,2,168.57
O58819,C1029,HDMI Adapter,2,92.07
O73083,C1024,Desk Lamp,2,166.52
O89602,C1039,Webcam,3,75.58
O65590,C1038,Screen Protector,1,126.77
O98294,C1044,Bluetooth Headphones,2,82.29
O70513,C1019,Mechanical Keyboard,2,112.0
O36588,c1018,Phone Case,2,8.61
O41946,C1045,Desk Lamp,2,156.61
O57576,C1031,Phone Case,2,159.14
O33206,C1056,Portable Charger,1,159.6
O94689,C1051,Screen Protector,2,116.51
O51059,C1024,  USB-C Cable  ,1,78.56
O15370,C1034,Wireless Mouse,2,128.68
O45162,C1056,Webcam,1,93.17
O59993,C1048,Bluetooth Headphones,2,132.98
O40603,C1022,USB-C Cable,3,
O11105,C1052,WEBCAM,1,131.46
O43352,C1029,Webcam,1,78.33
O84752,C1030,MECHANICAL KEYBOARD,3,62.42
O26351,C1007,HDMI Adapter,3,85.18
O40603,C1022,Desk Lamp,1,127.33
O98280,C1054,Desk Lamp,3,86.59
O84967,C1018,Webcam,3,97.63
O94390,C1033,USB-C Cable,1,19.14
O54714,C1041,Laptop Stand,2,19.28
O13646,C1001,Portable Charger,1,46.14
O38369,C1058,Bluetooth Headphones,1,60.04
O40382,C1043,Laptop Stand,3,44.67
O31068,C1025,Portable Charger,1,82.88
O22475,C1041,Laptop Sleeve,2,8.19
O16672,C1023,Screen Protector,2,80.71
O76127,C1037,Desk Lamp,2,96.32
O39820,C1042,Portable Charger,3,94.36
O87250,C1030,  Phone Case  ,2,44.98
O25207,C1002,Desk Lamp,1,39.07
O72422,C1034,Wireless Mouse,1,160.55
O50372,C1021,  Laptop Sleeve  ,2,81.15
O13501,C1032,Desk Lamp,3,20.59
O27436,C1009,Mechanical Keyboard,1,113.51
O22924,C1041,Mechanical Keyboard,3,52.5
O61296,C1035,Desk Lamp,3,154.17
O65816,C1029,HDMI Adapter,3,117.07
O84752,c1030,Webcam,2,134.72
O37483,C1005,Desk Lamp,1,50.92
O67424,C1013,Screen Protector,2,159.51
O33500,C1018,Phone Case,1,22.62
