order_id,customer_id,product,quantity,unit_price,line_total
O73908,C1026,Laptop Sleeve,3,102.1,306.29999999999995
O85757,C1016,Laptop Sleeve,1,70.31,70.31
O93735,C1049,Bluetooth Headphones,2,161.45,322.9
O46294,C1022,Desk Lamp,1,9.57,9.57
O59716,C1047,Wireless Mouse,1,129.42,129.42
O46048,C1040,Bluetooth Headphones,1,50.12,50.12
O31146,C1039,Desk Lamp,1,57.54,57.54
O81549,C1036,Wireless Mouse,3,12.37,37.11
O42142,C1017,Screen Protector,3,89.26,267.78000000000003
O86916,C1015,Laptop Sleeve,2,128.54,257.08
O45060,C1016,Mechanical Keyboard,3,162.17,486.51
O66893,C1018,Usb-C Cable,1,13.72,13.72
O67640,C1059,Hdmi Adapter,2,19.75,39.5
O23159,C1031,Webcam,2,102.21,204.42
O85650,C1045,Hdmi Adapter,2,177.87,355.74
O47261,C1049,Bluetooth Headphones,3,85.93,257.79
O34530,C1006,Wireless Mouse,1,38.94,38.94
O58409,C1013,Screen Protector,1,160.92,160.92
O44311,C1011,Phone Case,2,102.6,205.2
O95181,C1029,Phone Case,3,18.47,55.41
O33500,C1018,Mechanical Keyboard,1,178.39,178.39
O58409,C1013,Desk Lamp,1,166.53,166.53
O84000,C1002,Usb-C Cable,3,146.01,438.03
O67068,C1008,Laptop Stand,2,23.97,47.94
O59923,C1051,Screen Protector,3,41.72,125.16
O67271,C1003,Portable Charger,3,55.26,165.78
O97528,C1041,Laptop Sleeve,2,28.33,56.66
O94390,C1033,Portable Charger,3,37.09,111.27000000000001
O72021,C1020,Laptop Sleeve,1,102.1,102.1
O77284,C1027,Bluetooth Headphones,2,66.78,133.56
O15370,C1034,Usb-C Cable,2,73.62,147.24
O28423,C1004,Hdmi Adapter,3,171.34,514.02
O67068,C1008,Laptop Sleeve,1,96.98,96.98
O95237,C1024,Desk Lamp,3,73.72,221.16
O76127,C1037,Usb-C Cable,3,157.61,472.83000000000004
O44311,C1011,Laptop Sleeve,3,179.53,538.59
O41946,C1045,Hdmi Adapter,1,53.95,53.95
O90775,C1010,Webcam,1,130.12,130.12
O30760,C1022,Bluetooth Headphones,2,171.96,343.92
O68422,C1012,Bluetooth Headphones,3,86.48,259.44
O61964,C1056,Laptop Sleeve,3,150.72,452.15999999999997
O60012,C1037,Mechanical Keyboard,2,167.01,334.02
O37521,C1008,Laptop Stand,3,177.46,532.38
O28671,C1046,Webcam,1,105.57,105.57
O58409,C1013,Bluetooth Headphones,1,14.93,14.93
O25931,C1029,Desk Lamp,2,66.04,132.08
O95267,C1001,Mechanical Keyboard,3,179.09,537.27
O85552,C1038,Laptop Sleeve,2,69.85,139.7
O93611,C1015,Laptop Stand,2,80.98,161.96
O17806,C1008,Usb-C Cable,1,70.76,70.76
O43352,C1029,Bluetooth Headphones,1,91.38,91.38
O26193,C1012,Phone Case,3,23.68,71.03999999999999
O69988,C1029,Phone Case,3,160.99,482.97
O80505,C1057,Screen Protector,1,145.43,145.43
O99173,C1044,Hdmi Adapter,3,27.3,81.9
O89635,C1043,Usb-C Cable,3,73.85,221.54999999999998
O84757,C1001,Webcam,2,179.35,358.7
O85457,C1058,Laptop Stand,2,153.6,307.2
O60785,C1038,Laptop Sleeve,1,92.53,92.53
O56961,C1028,Mechanical Keyboard,1,173.92,173.92
O38177,C1027,Laptop Stand,3,25.45,76.35
O32734,C1008,Portable Charger,1,113.34,113.34
O77917,C1022,Bluetooth Headphones,2,56.4,112.8
O40115,C1041,Portable Charger,1,105.93,105.93
O68209,C1047,Hdmi Adapter,1,94.58,94.58
O74011,C1037,Bluetooth Headphones,2,60.6,121.2
O63665,C1019,Webcam,1,60.31,60.31
O56769,C1031,Portable Charger,1,174.01,174.01
O26260,C1023,Webcam,2,138.2,276.4
O30489,C1048,Bluetooth Headphones,1,91.38,91.38
O60342,C1049,Phone Case,2,96.665,193.33
O66087,C1014,Phone Case,1,131.27,131.27
O56170,C1026,Portable Charger,1,76.51,76.51
O69338,C1051,Wireless Mouse,1,9.65,9.65
O29805,C1007,Portable Charger,2,80.73,161.46
O85650,C1045,Laptop Sleeve,3,63.48,190.44
O49221,C1059,Webcam,2,148.31,296.62
O73020,C1038,Desk Lamp,1,150.37,150.37
O51441,C1016,Desk Lamp,3,146.82,440.46
O15956,C1010,Wireless Mouse,2,142.05,284.1
O96743,C1038,Laptop Stand,1,20.21,20.21
O50944,C1014,Usb-C Cable,1,31.26,31.26
O97424,C1041,Usb-C Cable,3,38.66,115.97999999999999
O26539,C1048,Laptop Sleeve,2,151.47,302.94
O28407,C1015,Laptop Stand,2,32.49,64.98
O74058,C1036,Bluetooth Headphones,2,101.84,203.68
O66414,C1034,Bluetooth Headphones,1,159.38,159.38
O30489,C1048,Desk Lamp,3,110.62,331.86
O66917,C1055,Laptop Stand,3,107.67,323.01
O88018,C1050,Phone Case,2,73.79,147.58
O55093,C1024,Laptop Sleeve,1,179.93,179.93
O82154,C1002,Laptop Stand,3,130.4,391.20000000000005
O95254,C1004,Desk Lamp,2,149.08,298.16
O58349,C1010,Laptop Stand,3,148.38,445.14
O22015,C1003,Phone Case,1,96.665,96.665
O15956,C1010,Laptop Sleeve,1,172.4,172.4
O15833,C1046,Phone Case,1,55.39,55.39
O77499,C1046,Webcam,2,104.6,209.2
O49720,C1002,Screen Protector,1,160.17,160.17
O11818,C1044,Usb-C Cable,2,59.76,119.52
O79258,C1041,Bluetooth Headphones,1,96.32,96.32
O61543,C1029,Phone Case,1,106.09,106.09
O65690,C1045,Hdmi Adapter,2,126.51,253.02
O22363,C1036,Desk Lamp,3,120.39,361.17
O56338,C1004,Desk Lamp,3,45.59,136.77
O68065,C1048,Wireless Mouse,1,47.72,47.72
O42949,C1038,Laptop Stand,3,106.96,320.88
O88390,C1009,Laptop Stand,2,178.03,356.06
O39922,C1015,Phone Case,1,98.35,98.35
O40771,C1045,Portable Charger,2,144.94,289.88
O74361,C1031,Laptop Stand,2,144.82,289.64
O45162,C1056,Phone Case,3,154.64,463.91999999999996
O75251,C1009,Mechanical Keyboard,2,68.0,136.0
O38369,C1058,Laptop Sleeve,3,69.06,207.18
O67536,C1049,Hdmi Adapter,3,9.84,29.52
O45804,C1042,Desk Lamp,3,45.08,135.24
O26193,C1012,Mechanical Keyboard,2,37.39,74.78
O33500,C1018,Desk Lamp,1,161.5,161.5
O57028,C1055,Desk Lamp,2,92.84,185.68
O52538,C1030,Phone Case,1,42.4,42.4
O96743,C1038,Laptop Sleeve,3,9.17,27.509999999999998
O11851,C1056,Hdmi Adapter,2,71.17,142.34
O46698,C1037,Laptop Stand,3,64.79,194.37
O44099,C1005,Bluetooth Headphones,1,13.34,13.34
O95196,C1027,Usb-C Cable,1,119.61,119.61
O85448,C1059,Hdmi Adapter,1,123.08,123.08
O98740,C1031,Webcam,3,95.49,286.46999999999997
O54845,C1043,Hdmi Adapter,1,138.87,138.87
O67068,C1008,Bluetooth Headphones,1,149.26,149.26
O31884,C1031,Laptop Sleeve,2,13.05,26.1
O81376,C1050,Webcam,1,46.67,46.67
O40827,C1051,Laptop Sleeve,1,70.21,70.21
O65985,C1014,Laptop Stand,2,74.29,148.58
O95749,C1005,Hdmi Adapter,2,120.04,240.08
O28776,C1022,Usb-C Cable,2,105.41,210.82
O18330,C1026,Laptop Sleeve,2,89.91,179.82
O44099,C1005,Desk Lamp,2,171.61,343.22
O49139,C1030,Mechanical Keyboard,2,137.6,275.2
O53393,C1005,Laptop Stand,1,70.06,70.06
O69695,C1037,Screen Protector,3,94.66,283.98
O90903,C1009,Mechanical Keyboard,1,176.61,176.61
O32273,C1038,Hdmi Adapter,3,107.44,322.32
O11292,C1021,Laptop Stand,2,133.27,266.54
O85308,C1010,Bluetooth Headphones,3,17.94,53.82000000000001
O34530,C1006,Portable Charger,2,80.92,161.84
O11850,C1023,Phone Case,1,46.61,46.61
O42142,C1017,Phone Case,3,107.7,323.1
O24253,C1011,Phone Case,1,96.665,96.665
O30321,C1056,Laptop Sleeve,2,74.43,148.86
O96754,C1001,Desk Lamp,3,110.18,330.54
O85385,C1018,Wireless Mouse,2,28.33,56.66
O79761,C1022,Laptop Stand,3,91.07,273.21
O73083,C1024,Webcam,2,149.28,298.56
O68517,C1028,Hdmi Adapter,1,107.58,107.58
O47089,C1031,Laptop Stand,2,22.75,45.5
O66949,C1035,Phone Case,3,106.27,318.81
O22363,C1036,Laptop Sleeve,1,158.41,158.41
O62354,C1000,Phone Case,2,68.74,137.48
O56961,C1028,Webcam,2,146.91,293.82
O22924,C1041,Phone Case,1,12.22,12.22
O47087,C1055,Hdmi Adapter,1,63.59,63.59
O65067,C1059,Desk Lamp,3,84.34,253.02
O49720,C1002,Hdmi Adapter,3,26.81,80.42999999999999
O69606,C1052,Laptop Stand,3,167.91,503.73
O89711,C1014,Phone Case,2,22.38,44.76
O49363,C1058,Phone Case,1,102.25,102.25
O85813,C1012,Mechanical Keyboard,1,105.55,105.55
O89668,C1001,Laptop Sleeve,3,25.24,75.72
O38153,C1012,Bluetooth Headphones,3,153.43,460.29
O40827,C1051,Phone Case,1,166.4,166.4
O59592,C1056,Webcam,1,45.94,45.94
O54514,C1000,Webcam,3,119.96,359.88
O76287,C1004,Bluetooth Headphones,1,86.43,86.43
O13646,C1001,Usb-C Cable,3,95.635,286.90500000000003
O29087,C1048,Wireless Mouse,2,33.35,66.7
O58200,C1056,Desk Lamp,1,145.42,145.42
O54265,C1031,Hdmi Adapter,1,119.59,119.59
O30070,C1028,Desk Lamp,3,53.23,159.69
O83713,C1045,Bluetooth Headphones,2,119.23,238.46
O73483,C1031,Desk Lamp,3,67.36,202.07999999999998
O53904,C1040,Wireless Mouse,3,38.95,116.85000000000001
O73908,C1026,Mechanical Keyboard,3,141.05,423.15000000000003
O44931,C1002,Bluetooth Headphones,3,84.19,252.57
O45804,C1042,Laptop Sleeve,1,43.16,43.16
O91345,C1005,Desk Lamp,2,154.73,309.46
O59716,C1047,Bluetooth Headphones,1,54.92,54.92
O98294,C1044,Usb-C Cable,2,133.83,267.66
O28827,C1027,Portable Charger,2,109.6,219.2
O41594,C1020,Laptop Sleeve,2,84.54,169.08
O12263,C1020,Hdmi Adapter,1,19.02,19.02
O30868,C1031,Mechanical Keyboard,2,173.0,346.0
O32570,C1041,Bluetooth Headphones,1,175.27,175.27
O50944,C1014,Portable Charger,1,125.66,125.66
O65816,C1029,Mechanical Keyboard,3,110.32,330.96
O17255,C1022,Laptop Stand,1,102.52,102.52
O25207,C1002,Webcam,1,44.53,44.53
O26260,C1023,Laptop Sleeve,2,25.82,51.64
O24996,C1027,Laptop Sleeve,3,154.68,464.04
O44311,C1011,Webcam,1,92.49,92.49
O41404,C1021,Laptop Sleeve,1,146.68,146.68
O19634,C1037,Portable Charger,1,70.04,70.04
O42325,C1029,Usb-C Cable,1,45.72,45.72
O53848,C1002,Wireless Mouse,1,122.09,122.09
O67896,C1017,Hdmi Adapter,1,96.63,96.63
O25931,C1029,Wireless Mouse,2,79.73,159.46
O27589,C1018,Screen Protector,3,119.51,358.53000000000003
O91345,C1005,Screen Protector,1,103.22,103.22
O65823,C1044,Wireless Mouse,1,160.73,160.73
O57028,C1055,Laptop Sleeve,2,14.95,29.9
O98251,C1034,Mechanical Keyboard,3,158.5,475.5
O69318,C1035,Mechanical Keyboard,3,105.55,316.65
O75639,C1043,Usb-C Cable,3,140.27,420.81000000000006
O93611,C1015,Desk Lamp,2,26.34,52.68
O37021,C1005,Webcam,2,32.61,65.22
O92956,C1013,Laptop Stand,1,82.68,82.68
O29087,C1048,Screen Protector,1,80.59,80.59
O50944,C1014,Webcam,3,99.67,299.01
O39189,C1006,Mechanical Keyboard,1,23.85,23.85
O72373,C1009,Usb-C Cable,3,163.08,489.24
O93418,C1057,Portable Charger,3,9.24,27.72
O22924,C1041,Webcam,2,72.35,144.7
O93476,C1045,Laptop Sleeve,3,130.14,390.41999999999996
O39068,C1026,Laptop Stand,3,8.09,24.27
O83713,C1045,Desk Lamp,2,78.98,157.96
O81667,C1011,Wireless Mouse,1,40.02,40.02
O94125,C1031,Mechanical Keyboard,3,34.78,104.34
O77147,C1008,Portable Charger,1,45.38,45.38
O70341,C1036,Bluetooth Headphones,3,59.65,178.95
O19567,C1036,Desk Lamp,1,166.4,166.4
O38905,C1026,Desk Lamp,2,58.24,116.48
O66533,C1025,Wireless Mouse,3,155.91,467.73
O51976,C1059,Usb-C Cable,3,107.39,322.17
O51059,C1024,Screen Protector,2,32.18,64.36
O89711,C1014,Bluetooth Headphones,2,33.45,66.9
O12102,C1023,Laptop Stand,1,80.53,80.53
O79616,C1029,Hdmi Adapter,2,161.43,322.86
O65191,C1008,Usb-C Cable,1,72.92,72.92
O17972,C1002,Bluetooth Headphones,2,102.32,204.64
O65590,C1038,Usb-C Cable,3,93.68,281.04
O19539,C1017,Portable Charger,1,65.27,65.27
O69988,C1029,Hdmi Adapter,1,14.36,14.36
O37973,C1038,Desk Lamp,2,163.08,326.16
O49085,C1032,Bluetooth Headphones,2,163.99,327.98
O54729,C1037,Hdmi Adapter,2,73.46,146.92
O41224,C1027,Usb-C Cable,1,30.68,30.68
O53904,C1040,Portable Charger,3,49.59,148.77
O84278,C1035,Desk Lamp,1,156.02,156.02
O17686,C1030,Hdmi Adapter,1,176.83,176.83
O11105,C1052,Usb-C Cable,3,129.1,387.29999999999995
O94341,C1008,Usb-C Cable,1,56.3,56.3
O56112,C1033,Webcam,2,128.89,257.78
O98251,C1034,Desk Lamp,1,170.6,170.6
O81549,C1036,Desk Lamp,3,83.66,250.98
O96754,C1001,Bluetooth Headphones,2,16.45,32.9
O69338,C1051,Hdmi Adapter,3,54.96,164.88
O61296,C1035,Mechanical Keyboard,3,75.26,225.78000000000003
O23159,C1031,Hdmi Adapter,1,22.14,22.14
O28671,C1046,Laptop Stand,1,35.68,35.68
O95843,C1005,Mechanical Keyboard,1,16.47,16.47
O27888,C1012,Phone Case,1,123.48,123.48
O39190,C1015,Bluetooth Headphones,2,85.07,170.14
O66533,C1025,Laptop Sleeve,1,71.68,71.68
O31146,C1039,Bluetooth Headphones,2,132.36,264.72
O27589,C1018,Laptop Sleeve,1,138.25,138.25
O36006,C1007,Laptop Stand,3,109.69,329.07
O16433,C1002,Screen Protector,2,161.15,322.3
O44167,C1008,Hdmi Adapter,3,166.78,500.34000000000003
O60012,C1037,Webcam,1,20.34,20.34
O26843,C1024,Laptop Stand,3,158.1,474.29999999999995
O87732,C1057,Portable Charger,3,71.62,214.86
O74418,C1034,Bluetooth Headphones,1,51.96,51.96
O67892,C1020,Bluetooth Headphones,1,102.02,102.02
O68918,C1020,Laptop Sleeve,3,72.95,218.85000000000002
O69988,C1029,Laptop Sleeve,1,156.29,156.29
O81820,C1026,Laptop Stand,2,142.9,285.8
O25386,C1002,Wireless Mouse,1,141.41,141.41
O26389,C1033,Usb-C Cable,1,95.635,95.635
O77582,C1024,Webcam,2,63.53,127.06
O86916,C1015,Desk Lamp,2,156.27,312.54
O36624,C1032,Laptop Sleeve,1,73.33,73.33
O68360,C1020,Laptop Sleeve,3,127.17,381.51
O31516,C1018,Phone Case,2,28.77,57.54
O40603,C1022,Bluetooth Headphones,3,44.44,133.32
O80442,C1051,Bluetooth Headphones,1,177.76,177.76
O63788,C1026,Webcam,3,94.31,282.93
O19154,C1021,Laptop Stand,1,9.18,9.18
O39068,C1026,Laptop Sleeve,2,65.82,131.64
O63665,C1019,Laptop Sleeve,1,149.61,149.61
O47649,C1010,Laptop Stand,1,57.79,57.79
O83752,C1036,Phone Case,2,142.08,284.16
O39368,C1023,Desk Lamp,1,107.4,107.4
O10540,C1012,Hdmi Adapter,1,115.79,115.79
O96474,C1046,Phone Case,3,89.75,269.25
O70925,C1048,Phone Case,1,103.14,103.14
O95799,C1039,Laptop Sleeve,3,104.35,313.04999999999995
O76127,C1037,Wireless Mouse,1,26.17,26.17
O94550,C1004,Screen Protector,2,137.2,274.4
O86619,C1029,Hdmi Adapter,3,91.33500000000001,274.005
O93735,C1049,Wireless Mouse,1,96.42,96.42
O44208,C1027,Wireless Mouse,1,20.85,20.85
O87937,C1048,Screen Protector,2,117.94,235.88
O21395,C1045,Wireless Mouse,2,170.96,341.92
O95597,C1058,Laptop Sleeve,2,124.96,249.92
O94341,C1008,Laptop Stand,2,47.62,95.24
O86619,C1029,Laptop Sleeve,3,160.09,480.27
O56598,C1039,Hdmi Adapter,3,118.87,356.61
O96743,C1038,Usb-C Cable,2,95.37,190.74
O28162,C1026,Bluetooth Headphones,3,11.91,35.730000000000004
O30883,C1023,Desk Lamp,2,67.29,134.58
O83812,C1040,Laptop Stand,3,140.7,422.09999999999997
O54714,C1041,Wireless Mouse,3,55.35,166.05
O98208,C1051,Webcam,3,166.31,498.93
O66949,C1035,Screen Protector,1,70.83,70.83
O61296,C1035,Laptop Sleeve,1,90.98,90.98
O28423,C1004,Phone Case,2,146.75,293.5
O15956,C1010,Usb-C Cable,3,125.77,377.31
O12102,C1023,Phone Case,3,159.75,479.25
O88172,C1040,Webcam,3,170.1,510.29999999999995
O42943,C1050,Bluetooth Headphones,3,137.88,413.64
O46698,C1037,Phone Case,3,38.67,116.01
O64602,C1049,Hdmi Adapter,1,114.31,114.31
O16258,C1018,Phone Case,1,110.64,110.64
O31093,C1002,Laptop Sleeve,3,92.37,277.11
O72908,C1053,Mechanical Keyboard,1,160.45,160.45
O63788,C1026,Laptop Stand,1,31.75,31.75
O98987,C1019,Webcam,2,42.32,84.64
O63120,C1048,Phone Case,3,73.23,219.69
O16433,C1002,Hdmi Adapter,3,71.01,213.03000000000003
O31516,C1018,Bluetooth Headphones,1,138.23,138.23
O69318,C1035,Usb-C Cable,1,83.02,83.02
O27556,C1037,Hdmi Adapter,1,61.87,61.87
O44099,C1005,Usb-C Cable,1,73.21,73.21
O89668,C1001,Usb-C Cable,1,40.31,40.31
O11818,C1044,Wireless Mouse,1,40.82,40.82
O74418,C1034,Webcam,1,156.26,156.26
O70178,C1037,Phone Case,1,167.48,167.48
O36738,C1018,Bluetooth Headphones,1,104.64,104.64
O67176,C1053,Webcam,1,79.84,79.84
O34688,C1017,Laptop Sleeve,3,121.61,364.83
O39329,C1000,Bluetooth Headphones,3,104.57,313.71
O21297,C1050,Laptop Stand,2,159.52,319.04
O73559,C1009,Laptop Stand,1,118.47,118.47
O53815,C1006,Desk Lamp,3,55.46,166.38
O36738,C1018,Usb-C Cable,1,137.62,137.62
O53758,C1012,Bluetooth Headphones,3,109.66,328.98
O53758,C1012,Webcam,3,107.53,322.59000000000003
O68422,C1012,Laptop Stand,2,92.44,184.88
O67536,C1049,Desk Lamp,3,95.81,287.43
O72367,C1049,Mechanical Keyboard,1,17.09,17.09
O84967,C1018,Screen Protector,3,170.41,511.23
O27143,C1051,Hdmi Adapter,1,33.55,33.55
O17806,C1008,Laptop Sleeve,3,11.77,35.31
O53393,C1005,Laptop Sleeve,3,137.37,412.11
O19287,C1057,Mechanical Keyboard,2,96.43,192.86
O40957,C1019,Usb-C Cable,2,155.54,311.08
O66533,C1025,Mechanical Keyboard,3,142.89,428.66999999999996
O84603,C1005,Bluetooth Headphones,2,128.15,256.3
O85248,C1023,Wireless Mouse,2,46.9,93.8
O95799,C1039,Screen Protector,2,123.49,246.98
O13697,C1037,Portable Charger,1,111.49,111.49
O30730,C1041,Webcam,3,139.15,417.45000000000005
O67377,C1019,Screen Protector,3,47.37,142.10999999999999
O18934,C1006,Wireless Mouse,2,175.13,350.26
O61964,C1056,Webcam,3,25.04,75.12
O44931,C1002,Usb-C Cable,1,73.63,73.63
O50372,C1021,Desk Lamp,1,92.84,92.84
O86380,C1046,Mechanical Keyboard,2,122.14,244.28
O22521,C1058,Portable Charger,1,58.21,58.21
O81188,C1049,Laptop Stand,1,164.93,164.93
O72781,C1021,Laptop Sleeve,1,162.83,162.83
O97643,C1011,Screen Protector,1,39.24,39.24
O30730,C1041,Phone Case,3,86.04,258.12
O37483,C1005,Bluetooth Headphones,2,83.37,166.74
O43022,C1019,Phone Case,3,172.95,518.8499999999999
O72422,C1034,Bluetooth Headphones,1,96.53,96.53
O29401,C1036,Bluetooth Headphones,1,170.5,170.5
O19828,C1012,Phone Case,3,82.5,247.5
O54845,C1043,Bluetooth Headphones,3,81.9,245.70000000000002
O87250,C1030,Screen Protector,2,131.84,263.68
O87170,C1030,Hdmi Adapter,1,91.33500000000001,91.33500000000001
O47089,C1031,Usb-C Cable,1,132.99,132.99
O38307,C1056,Hdmi Adapter,3,79.3,237.89999999999998
O32570,C1041,Laptop Sleeve,3,159.18,477.54
O31856,C1003,Laptop Stand,3,168.07,504.21
O96309,C1010,Wireless Mouse,3,160.5,481.5
O43947,C1049,Phone Case,2,128.41,256.82
O17972,C1002,Hdmi Adapter,2,162.67,325.34
O69460,C1033,Webcam,2,66.63,133.26
O30070,C1028,Phone Case,3,43.35,130.05
O17686,C1030,Phone Case,1,152.23,152.23
O44167,C1008,Desk Lamp,2,39.28,78.56
O17686,C1030,Usb-C Cable,3,83.36,250.07999999999998
O14379,C1014,Phone Case,1,35.68,35.68
O96960,C1041,Wireless Mouse,1,102.18,102.18
O33385,C1027,Webcam,3,97.29,291.87
O65448,C1026,Portable Charger,3,39.95,119.85000000000001
O54921,C1046,Mechanical Keyboard,2,39.45,78.9
O15788,C1020,Usb-C Cable,2,176.3,352.6
O17686,C1030,Laptop Sleeve,3,18.89,56.67
O74058,C1036,Screen Protector,1,175.17,175.17
O19567,C1036,Mechanical Keyboard,1,10.87,10.87
O53100,C1046,Wireless Mouse,2,80.18,160.36
O89668,C1001,Webcam,1,74.05,74.05
O60040,C1008,Wireless Mouse,3,119.04,357.12
O59592,C1056,Laptop Stand,3,146.9,440.70000000000005
O54514,C1000,Desk Lamp,3,25.66,76.98
O34551,C1000,Portable Charger,3,143.26,429.78
O65690,C1045,Bluetooth Headphones,2,91.38,182.76
O65191,C1008,Screen Protector,2,108.04,216.08
O90315,C1052,Wireless Mouse,3,148.79,446.37
O36738,C1018,Wireless Mouse,2,145.4,290.8
O92132,C1005,Mechanical Keyboard,1,174.11,174.11
O19634,C1037,Laptop Stand,3,23.41,70.23
O43631,C1050,Webcam,2,100.92,201.84
O41217,C1046,Laptop Stand,3,47.81,143.43
O75382,C1028,Screen Protector,3,121.09,363.27
O70357,C1054,Webcam,1,165.56,165.56
O53704,C1044,Mechanical Keyboard,3,26.36,79.08
O97304,C1038,Wireless Mouse,3,93.49,280.46999999999997
O60342,C1049,Usb-C Cable,2,136.99,273.98
O81549,C1036,Laptop Sleeve,2,24.6,49.2
O87664,C1015,Wireless Mouse,2,64.09,128.18
O37973,C1038,Webcam,1,80.19,80.19
O99486,C1057,Desk Lamp,3,173.83,521.49
O59923,C1051,Webcam,3,179.24,537.72
O73654,C1031,Webcam,3,166.16,498.48
O14660,C1021,Desk Lamp,2,87.54,175.08
O90903,C1009,Webcam,3,49.99,149.97
O14085,C1056,Usb-C Cable,2,110.37,220.74
O85650,C1045,Portable Charger,1,107.65,107.65
O39937,C1010,Phone Case,1,135.41,135.41
O27025,C1056,Usb-C Cable,1,86.9,86.9
O66087,C1014,Webcam,2,169.52,339.04
O12087,C1022,Hdmi Adapter,2,175.94,351.88
O59592,C1056,Usb-C Cable,1,40.34,40.34
O77632,C1006,Laptop Stand,1,116.32,116.32
O69049,C1026,Screen Protector,2,164.26,328.52
O54265,C1031,Bluetooth Headphones,1,143.5,143.5
O27143,C1051,Usb-C Cable,2,174.56,349.12
O47653,C1030,Phone Case,2,80.17,160.34
O18913,C1035,Bluetooth Headphones,1,84.68,84.68
O77673,C1046,Laptop Stand,2,117.69,235.38
O27891,C1044,Wireless Mouse,2,27.11,54.22
O94355,C1044,Hdmi Adapter,2,147.35,294.7
O46211,C1051,Wireless Mouse,3,93.49,280.46999999999997
O39329,C1000,Usb-C Cable,2,51.41,102.82
O18957,C1032,Screen Protector,3,25.05,75.15
O37021,C1005,Usb-C Cable,2,59.81,119.62
O81667,C1011,Desk Lamp,2,124.71,249.42
O73517,C1030,Wireless Mouse,2,115.8,231.6
O69433,C1059,Hdmi Adapter,2,166.7,333.4
O34259,C1051,Mechanical Keyboard,3,105.55,316.65
O89920,C1037,Wireless Mouse,1,74.04,74.04
O31093,C1002,Screen Protector,3,167.72,503.15999999999997
O41404,C1021,Hdmi Adapter,3,31.88,95.64
O73517,C1030,Laptop Sleeve,2,19.05,38.1
O73654,C1031,Wireless Mouse,2,12.99,25.98
O54500,C1037,Screen Protector,1,46.11,46.11
O13071,C1053,Screen Protector,3,128.9,386.70000000000005
O36624,C1032,Mechanical Keyboard,3,149.31,447.93
O60275,C1015,Wireless Mouse,2,93.49,186.98
O17255,C1022,Desk Lamp,1,12.53,12.53
O70693,C1040,Wireless Mouse,2,26.43,52.86
O69486,C1036,Laptop Sleeve,1,58.73,58.73
O98458,C1028,Phone Case,1,103.1,103.1
O94341,C1008,Phone Case,2,35.73,71.46
O81549,C1036,Laptop Stand,2,161.51,323.02
O17977,C1004,Screen Protector,1,43.73,43.73
O99523,C1018,Desk Lamp,1,117.19,117.19
O99505,C1027,Laptop Sleeve,1,74.67,74.67
O13646,C1001,Hdmi Adapter,2,30.45,60.9
O37521,C1008,Bluetooth Headphones,1,99.95,99.95
O89920,C1037,Bluetooth Headphones,3,169.2,507.59999999999997
O81667,C1011,Usb-C Cable,2,133.72,267.44
O19514,C1048,Laptop Sleeve,3,69.52,208.56
O94207,C1000,Usb-C Cable,3,158.67,476.01
O28693,C1031,Bluetooth Headphones,2,139.81,279.62
O75639,C1043,Phone Case,2,178.72,357.44
O44931,C1002,Phone Case,1,141.41,141.41
O61299,C1035,Bluetooth Headphones,1,63.12,63.12
O95181,C1029,Bluetooth Headphones,3,26.41,79.23
O27143,C1051,Laptop Sleeve,1,144.72,144.72
O73898,C1014,Usb-C Cable,2,133.11,266.22
O25572,C1035,Laptop Sleeve,2,130.74,261.48
O70845,C1006,Screen Protector,3,140.5,421.5
O95181,C1029,Wireless Mouse,2,154.59,309.18
O36299,C1054,Portable Charger,1,70.66,70.66
O16258,C1018,Wireless Mouse,3,49.01,147.03
O95980,C1014,Portable Charger,3,62.58,187.74
O93418,C1057,Hdmi Adapter,2,48.38,96.76
O98587,C1011,Hdmi Adapter,3,168.73,506.18999999999994
O89482,C1053,Portable Charger,3,116.06,348.18
O85260,C1042,Laptop Sleeve,1,151.92,151.92
O79054,C1019,Screen Protector,2,161.59,323.18
O67079,C1008,Bluetooth Headphones,3,71.92,215.76
O44513,C1041,Screen Protector,3,151.7,455.09999999999997
O67892,C1020,Usb-C Cable,1,14.58,14.58
O36928,C1035,Wireless Mouse,1,98.87,98.87
O88390,C1009,Hdmi Adapter,3,138.8,416.40000000000003
O75251,C1009,Hdmi Adapter,2,41.34,82.68
O41217,C1046,Phone Case,1,80.21,80.21
O25207,C1002,Usb-C Cable,3,92.79,278.37
O89482,C1053,Bluetooth Headphones,2,40.7,81.4
O96303,C1036,Desk Lamp,2,60.1,120.2
O37719,C1001,Portable Charger,3,146.98,440.93999999999994
O44208,C1027,Laptop Stand,2,154.36,308.72
O37619,C1017,Screen Protector,2,52.41,104.82
O56769,C1031,Usb-C Cable,3,46.4,139.2
O13251,C1042,Wireless Mouse,3,172.29,516.87
O55093,C1024,Desk Lamp,3,164.98,494.93999999999994
O61615,C1045,Webcam,3,103.64,310.92
O22032,C1031,Desk Lamp,1,119.31,119.31
O67176,C1053,Phone Case,1,11.22,11.22
O97835,C1005,Laptop Sleeve,3,140.88,422.64
O89445,C1038,Usb-C Cable,3,93.13,279.39
O78039,C1036,Hdmi Adapter,3,97.97,293.90999999999997
O96474,C1015,Laptop Stand,1,128.38,128.38
O39922,C1015,Wireless Mouse,3,122.2,366.6
